PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hclinic_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
011945,01-MAY-14,30-APR-15,Settled,2,CAPSTONE RURAL HEALTH CENTER,5947 HWY 269,,PARRISH,AL,35580,WALKER
011967,01-FEB-14,31-JAN-15,Settled,4,FAMILY HEALTH CARE CLINIC  INC.,1304 13TH AVENUE  SE  SUITE A,,DECATUR,AL,35601,MORGAN
011968,22-MAR-10,31-JAN-11,Settled,4,FAMILY HEALTH CARE CLINIC,926 4TH ST,,RED BAY,AL,35582,FRANKLIN
011973,01-APR-12,30-JUL-12,Settled,4,NORTH EAST REG CARE CTR,309 E 7TH ST,,GADSDEN,AL,359020097,ETOWAH
011976,01-JAN-14,31-DEC-14,Settled,1,NEW MARKET CLINIC,110 MARKET STREET,,NEW MARKET,AL,35761,MADISION
011977,29-JUN-11,31-JAN-12,As Submitted,1,CLANTON FAMILY HEALTH CENTER,232 7TH TOWNMART ST,,CLANTON,AL,35045-2324,CHILTON
011978,29-JUN-11,31-JAN-12,Settled,1,ECLECTIC FAMILY HEALTH CENTER,26 MAIN ST,,ECLECTIC,AL,26024-5614,ELMORE
011979,30-JUN-11,31-JAN-12,Settled,1,HAYNEVILLE FAMILY HEALTH CENTER,511 TUSKEENA ST,,HAYNEVILLE,AL,36040-2033,LOWNDES
011980,30-JUN-11,31-JAN-12,Settled,1,THE FAMILY MEDICAL CENTER,8578 US HWY 80 W,,TYLER,AL,36785-5422,LOWNDES
011981,01-JUL-11,31-JAN-12,Settled,4,CHISHOLM FAMILY HEALTH CENTER,100E VANDIVER BLVD,,MONTGOMERY,AL,361070365,MONTGOMERY
011982,01-JUL-11,31-JAN-12,Settled,1,AUTAUGAVILLE FAMILY HEALTH CTR,203 N TAYLOR ST,,AUTAUGAVILLE,AL,36003-2663,AUTAUGAVILLE
011983,01-JAN-14,31-DEC-14,Settled,1,BAYOUCLINIC  INC,13833 TAPIA LANE,,BAYOU LA BATRE  AL 36509,AL,36509,MOBILE
013811,01-JAN-17,31-DEC-17,Settled,4,BHC MUNFORD HEALTH CLINIC,48 NORTH CEDARS RD,,MUNFORD,AL,36268,TALLADEGA
013845,01-JAN-11,05-JUL-11,Settled,1,BAYOUCLINIC  INC,13833 TAPIA LANE,,BAYOU LA BATRE  AL 36509,AL,36509,MOBILE
013846,01-JAN-17,31-DEC-17,As Submitted,4,CULLMAN INTERNAL MEDICINE,1890 ALABAMA HIGHWAY 157 STE 3,,CULLMAN,AL,35058,CULLMAN
013847,01-JAN-16,31-DEC-16,Settled,6,SYLACAUGA PEDIATRICS CLINIC LLC,135 WEST CLAY ST,,SYLACAUGA,AL,35150-3413,TALLADEGA
013848,01-JUL-16,30-JUN-17,As Submitted,4,TALLADEGA RHC,320 EAST COOSA STREET,,TALLADEGA,AL,35160,TALLADEGA
013855,01-JUL-16,30-JUN-17,As Submitted,4,LINCOLN RHC,47344 U.S. HIGHWAY 78,,LINCOLN,AL,35096,TALLADEGA
013856,01-APR-17,31-MAR-18,As Submitted,4,FORT PAYNE RHC  CORPORATION,415 MEDICAL CENTER DR SW,,FORT PAYNE,AL,35968-8865,DEKALB
013864,01-JAN-17,31-DEC-17,As Submitted,5,PISGAH MEDICAL CLINIC  LLC,6110 COUNTY ROAD 88,,PISGAH,AL,35765,JACKSON
013868,01-JAN-12,29-JUN-12,Settled,4,ALICEVILLE RURAL HEALTH CLINIC,1400 CARROLLTON ROAD,,ALICEVILLE,AL,35442,PICKENS
013873,01-JUL-16,30-DEC-16,As Submitted,4,BHC BLOUNT AND ETOWAH,150 GILBREATH DRIVE  SUITE 201,,ONEONTA,AL,35121,BLOUNT
013876,01-JAN-17,31-DEC-17,As Submitted,4,THREE NOTCH RURAL HEALTH CLINIC,835 S. THREE NOTCH STREET,,ANDALUSIA,AL,36420,COVINGTON
013878,01-JAN-17,31-DEC-17,As Submitted,5,HMC RURAL HEALTH CLINICS - JASPER,2201 NORTH AIRPORT ROAD,,JASPER,AL,35501,WALKER
013884,01-JAN-17,31-DEC-17,Settled,5,COVINGTON PEDIATRIC RHC,614 WEST BYPASS,,ANDULUSIA,AL,36420,COVINGTON
013886,01-APR-16,31-MAR-17,As Submitted,4,CENTRE RHC,395 NORTHWOOD DR,,CENTRE,AL,35960,CHEROKEE
013888,01-JUL-16,30-DEC-16,As Submitted,4,BHC BLOUNT AND ETOWAH,180 MEDICAL STREET,,SNEAD,AL,35952,BLOUNT
013894,01-JAN-17,31-DEC-17,As Submitted,3,GUNTERSVILLE FAMILY PRACTICE CLINIC,1241 BLOUNT AVENUE,,GUNTERSVILLE,AL,35976,MARSHALL
013902,01-OCT-16,30-SEP-17,Settled,3,PREFERRED FAMILY HEALTH CARE  LLC,312 SAND MOUNTAIN DRIVE SE,,ALBERTVILLE,AL,35950,MARSHALL
013904,01-JAN-17,31-DEC-17,As Submitted,4,PHIL CAMPBELL MEDICAL CLINIC,P.O BOX 817,,PHIL CAMPBELL,AL,35581,FRANKLIN
013905,01-JAN-17,31-DEC-17,Settled,4,GREENVILLE PEDIATRICS,46 LV STABLER DRIVE,,GREENVILLE,AL,36037,BUTLER
013908,01-JAN-17,31-DEC-17,As Submitted,4,MED-ASSIST,3442 U.S HWY 431,,ALBERTVILLE,AL,35950,MARSHALL
013915,01-JAN-17,31-DEC-17,Settled,3,SOUTHERN FAMILY HEALTH LLC,201 OLD HWY 25 EAST,,COLUMBIANA,AL,35051,SHELBY
013917,01-JAN-17,31-DEC-17,Settled,1,MAINSTREET MEDICAL CLINIC,1508 COGSWELL AVE,,PELL CITY,AL,35125,ST CLAIR
013919,01-JAN-10,30-JUN-10,Settled,6,ATHENS FAMILY CARE LLC,727 WEST MARKET ST,,ATHENS,AL,35613,LIMESTONE
013923,01-JAN-17,31-DEC-17,As Submitted,4,CHATOM PRIMARY CARE  P.C.,14634 SAINT STEPHENS AVE,,CHATOM,AL,36518-6711,WASHINGTON
013924,01-JAN-15,13-AUG-15,Settled,3,WINSTON COUNTY MEDICAL CENTER,15341 HWY 278,,DOUBLE SPRINGS,AL,35553,WINSTON
013926,01-APR-16,31-MAR-17,As Submitted,4,IMC FAMILY MEDICAL OF JACKSON,226 HOSPITAL DRIVE,,JACKSON,AL,36545,CLARKE
013928,01-JAN-15,14-SEP-15,Settled,4,MERIT HEALTHCARE  INC.,1229 SOUTH MAIN STREET,,GOODWATER,AL,35072,COOSA
013934,01-APR-09,31-MAR-10,Settled,4,CLARKE COUTNY MEDICAL GROUP  LLC,3050 HIGHWAY 43 NORTH UNIT 134,,THOMASVILLE,AL,36784,CLARKE
013936,01-JAN-14,31-DEC-14,Settled,4,MILLPORT FAMILY PRACTICE CLINIC LLC,13530 HWY 96,,MILLPORT,AL,35576,LAMAR
013937,01-JAN-10,31-DEC-10,Settled,11,WEDOWEE HOSPITAL,209 MAIN STREET,,WEDOWEE,AL,36278,RANDOLPH
013938,01-JAN-14,31-DEC-14,Settled,4,NABERS FAMILY MEDICAL CLINIC,219 HOSPITAL ROAD,,RED BAY,AL,35582,FRANKLIN
013939,01-JAN-15,31-DEC-15,Settled,,RAULERSON & RAULERSON PHYSICIANS PA,1205 BELLEVILLE AVENUE,,BREWTON,AL,36426-1304,ESCAMBIA
013940,01-JAN-10,30-JAN-11,Settled,4,TRICOUNTY FAMILY PRACTICE,149 CHESTNUT STREET,,ROANOKE,AL,36274,RANDOLPH
013941,01-JAN-12,30-JUN-12,Settled,3,ATMORE FAMILY MEDICINE,402 MEDICAL PARK DRIVE,,ATMORE,AL,36502,ESCAMBIA
013942,01-JUL-12,30-JUN-13,Settled,3,SCOTTSBORO QUICK CARE CLINICS INC.,1508 S BROAD STREET,,SCOTTSBORO,AL,35768-2667,JACKSON
013943,01-JUL-16,30-JUN-17,Settled,4,BHC TALLADEGA PEDIATRICS,722 STONE AVENUE,,TALLADEGA,AL,35160-2219,TALLADEGA
013944,01-JAN-11,30-JUN-11,Settled,2,GRAND BAY MEDICAL CENTER,10075 GRAND BAY WILMER ROAD SOUTH,,GRAND BAY,AL,36541,MOBILE
013945,01-JAN-13,31-DEC-13,Settled,4,SMITH LAKE URGENT CARE  LLC,1280 SUMMIT DRIVE,,JASPER,AL,35501-0102,WALKER
013946,01-JAN-11,31-DEC-11,Settled,4,BOYDE J. HARRISON MD PC,904 26TH STREET,,HALEYVILLE,AL,35565,WINSTON
013947,01-JAN-17,01-NOV-17,As Submitted,5,ARAB FAMILY HEALTHCARE  LLC,121 GOLFVIEW DRIVE,,ARAB,AL,37183,MARSHALL
013948,01-JAN-12,15-AUG-12,Settled,4,CAHABA MEDICAL CARE  PC,195 HOSPITAL DRIVE,,CENTREVILLE,AL,35042,BIBB
013951,01-JUL-13,30-SEP-13,Settled,4,TALLADEGA PRIMARY & URGENT CARE,803 NORTH EAST STREET,,TALLADEGA,AL,35160,TALLADEGA
013953,01-JUL-16,30-JUN-17,As Submitted,1,WOODLAND FAMILY HEALTHCARE,76 COUNTY ROAD 64  SUITE 3,,WOODLAND,AL,36280,RANDOLPH
013954,01-JAN-17,31-DEC-17,As Submitted,4,HUEY R. KIDD  D.O. PC,218 MAIN ST,,FULTON,AL,36446,CLARKE
013955,01-JAN-15,31-DEC-15,Settled,,LAKESHORE PEDIATRIC RURAL HEALTH CLI,603 GANDY STREET NE,,RUSSELLVILLE,AL,35653-1911,FRANKLIN
013956,01-JAN-17,28-FEB-17,Settled,3,VALLEY HEAD CLINIC LLC,205 GRAND AVE NW,,FORT PAYNE,AL,35967,DEKALB
013957,01-JAN-17,31-DEC-17,As Submitted,4,PREMIER FAMILY CARE LLC,2017 OBRIG AVENUE,,GUNTERSVILLE,AL,35976,MARSHALL
013958,01-JAN-17,31-DEC-17,Settled,4,CENTRAL PEDIATRICS  INC,101 FITNESS WAY SUITE 1100,,ATHENS,AL,35611,LIMESTONE
013959,01-JAN-17,31-DEC-17,As Submitted,3,FAMILY HEALTH CLINIC OF UNION SPRING,309 PRAIRIE STREET  NORTH,,UNION SPRINGS,AL,36089,BULLOCK
013960,01-JAN-17,31-DEC-17,Settled,3,WETUMPKA FAMILY RURAL HEALTH CLINIC,500 HOSPITAL DRIVE,,WETUMPKA,AL,36092-1625,ELMORE
013961,01-JUL-16,30-JUN-17,As Submitted,4,TALLADAGA FAMILY,101 STEPHEN J WHITE MEMORIAL BLVD.,,TALLADEGA,AL,35160-2106,TALLADEGA
013962,01-JAN-17,31-DEC-17,Settled,4,FORT MITCHELL CLINIC  PC,2 GILMORE RD,,FORT MITCHELL,AL,36856,RUSSELL
013963,01-JAN-17,31-DEC-17,Settled,4,MILLRY PEDIATRICS LLC,75 FIFTH AVENUE,,MILLRY,AL,36558,WASHINGTON
013964,01-JUL-16,30-JUN-17,As Submitted,2,ROANOKE RURAL HEALTH CLINIC,901 LEIGHTON AVE,,ANNISTON,AL,36202,RANDOLPH
013965,01-JAN-17,31-DEC-17,As Submitted,3,MEDICAL EAST OF DECATUR  INC,2941 POINT MALLARD PARKWAY,,DECATUR,AL,35603,MORGAN
013966,01-JAN-17,31-DEC-17,As Submitted,,SOUTH ALABAMA MEDICAL CLINIC  LLC,10075 GRAND BAY WILMER ROAD S,,GRAND BAY,AL,36541-5003,MOBILE
013967,01-JAN-17,31-DEC-17,As Submitted,4,CRENSHAW FAMILY CARE CENTER,58 ROY BEALL DRIVE,,LUVERNE,AL,36049,CRENSHAW
013969,01-JAN-13,31-DEC-13,Settled,5,NC HEALTH CARE CLINIC  LLC,68 MARCO DRIVE,,DECATUR,AL,35603,MORGAN
013970,01-JAN-17,31-DEC-17,As Submitted,2,SULLIGENT MEDICAL CLINIC,1390 WALNUT STREET,,SULLIGENT,AL,35586,LAMAR
013971,01-JAN-17,31-DEC-17,Settled,,EPEDIATRICS AND FAMILY CARE CLINIC,299 PRAIRIE STREET N,,UNION SPRINGS,AL,36089,BULLOCK
013973,01-JAN-17,31-DEC-17,As Submitted,4,PHYSICIANS CARE OF SWEET WATER  LLC,31431 ALABAMA HIGHWAY 10,,SWEET WATER,AL,36782,MARENGO
013974,07-MAY-13,31-DEC-13,Settled,,SHOALS PRIMARY CARE  LLC LEIGHTON,1960 1ST STREET,,LEIGHTON,AL,35646,COLBERT
018900,01-JAN-17,31-DEC-17,Settled,3,HORIZON MEDICAL CLINIC LLC,2343 2ND AVE E,,ONEONTA,AL,35121-2756,BLOUNT
018901,01-JAN-17,31-DEC-17,Settled,3,MIDWAY MEDICAL CLINIC LLC,111 BROOKLYN ROAD,,HOLLYPOND,AL,35083-6478,CULLMAN
018902,01-JAN-17,31-DEC-17,Settled,3,HORIZON HEALTHCARE  LLC,126 COMMERCE AVE,,VALLEY HEAD,AL,35989-4259,DEKALB
018903,01-JAN-17,31-DEC-17,Settled,,PEDIATRIC CARE CENTER OF NE ALABAMA,200 EAST BATTLE STREET SUITE B,,TALLADEGA,AL,35160-2420,TALLADEGA
018904,01-JUL-16,30-JUN-17,As Submitted,,TANNER PRIMARY CARE OF WEDOWEE,1030 SOUTH MAIN STREET,,WEDOWEE,AL,36278-7179,RANDOLPH
018905,01-JAN-17,31-DEC-17,Settled,5,FALKVILLE MEDICAL CLINIC  LLC,434 EAST PIKE ROAD,,FALKVILLE,AL,35622,MORGAN
018906,01-JAN-17,31-DEC-17,As Submitted,5,PREMIER MEDICAL CLINIC  LLC,506 HARLEY STREET,,SCOTTSBORO,AL,35768,JACKSON
018907,01-JAN-17,31-DEC-17,As Submitted,5,SOUTHVIEW MEDICAL CLINIC  LLC,222 ARKADELPHIA ROAD  NE,,HANCEVILLE,AL,35077,CULLMAN
018908,01-JAN-17,31-DEC-17,Settled,5,TANNER MEDICAL CLINIC  LLC,20104 SWANNER BLVD,,TANNER,AL,35671,FRANKLIN
018910,01-JAN-16,31-DEC-16,Settled,6,FORT PAYNE PEDIATRICS  LLC,1906 GLENN BLVD SW STE 100A,,FORT PAYNE,AL,35968-3546,DEKALB
018911,01-JUL-15,20-APR-16,Settled,4,BHC-WALKER PRIMARY CARE,3400 HIGHWAY 78 EAST  SUITE 321,,JASPER,AL,35501-8951,WALKER
018912,01-JUL-16,30-JUN-17,Settled,4,BHC-TALLADEGA OB/GYN,724 STONE AVENUE,,TALLADEGA,AL,35160-2219,TALLADEGA
018913,01-JAN-17,31-DEC-17,As Submitted,4,FAMILY CARE FIRST  INC.,11809 AL HWY 157  SUITE E,,MOULTON,AL,35650-2708,LAWRENCE
018914,01-JAN-17,31-DEC-17,As Submitted,4,FAMILY CARE FIRST  INC,1023 HIGHWAY 13,,HALEYVILLE,AL,35565-1638,WINSTON
018915,01-JAN-17,31-DEC-17,As Submitted,3,KEVIN G. KELLY  MD,13150 HWY 43,,RUSSELLVILLE,AL,35653,FRANKLIN
018916,01-JAN-17,31-DEC-17,Settled,,RURAL PRIMARY CARE SOUTH  INC.,143 WHITE OAK TRAIL  SUITE 2,,WARRIOR,AL,35180-5736,BLOUNT
018917,01-JAN-17,31-DEC-17,Settled,3,FORT PAYNE PEDIATRICS- WATERWORKS,1906 GLENN BLVD. SW SUITE 100A,,FORT PAYNE,AL,35968-3546,DE KALB
018918,01-JUL-16,30-JUN-17,As Submitted,4,BHC - JEMISON,25420 US HIGHWAY 31 NORTH,,JEMISON,AL,35085,JEMISON
018920,01-JAN-17,31-DEC-17,Settled,4,OPELIKA PEDIATRICS & FAMILY CLINIC,5809 HIGHWAY 280E,,OPELIKA,AL,36804-8515,LEE
018921,01-JAN-17,31-DEC-17,As Submitted,4,PREMIER FAMILY CARE ARAB LLC,20 S MAIN ST,,ARAB,AL,35016-1394,MARSHALL
018922,01-JAN-17,31-DEC-17,Settled,4,PRIMARY CARE CENTER OF MONROEVILLE,1075 DREWRY RD,,MONROEVILLE,AL,36460,MONROE
018923,01-JAN-17,31-DEC-17,Settled,,WILMER MEDICAL CLINIC,6353 2ND STREET,,WILMER,AL,36587,MOBILE
018925,01-JAN-17,31-DEC-17,Settled,4,SMART START PEDIATRICS,460 AL HWY 75 N,,ALBERTVILLE,AL,35951-3838,MARSHALL
018926,06-FEB-17,31-DEC-17,Settled,4,SOUTHEAST PEDIATRICS PC,804 CRAWFORD ST,,TUSKEGEE,AL,36083-7262,MACON
018927,13-MAR-17,31-DEC-17,Settled,5,SOMERVILLE FAMILY MEDICINE,2941 POINT MALLARD PKWY SE,,DECATUR,AL,35603-5716,MORGAN
018928,06-JUL-17,31-DEC-17,Settled,3,KIDS FIRST PEDIATRICS,1401 OLD WATER WORKS RD SW,,FORT PAYNE,AL,35968-3353,DEKALB
021808,01-JUL-14,30-JUN-15,Settled,1,ANCHORAGE NEIGHBORHOOD HEALTH CNT,4951 BUSINESS PARK BLVD,,ANCHORAGE,AK,99503,ANCHORAGE
021810,01-JUL-14,30-JUN-15,Settled,1,INTERIOR COMMUNITY HEALTH CENTER,1606 23RD AVENUE,,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR
021816,01-JUL-14,30-JUN-15,Settled,1,SUNSHINE COMMUNITY HEALTH CENTER INC,MILE 4.4 TALKEETNA SPUR ROAD,,TALKEETNA,AK,99676-9701,MATANUSKA-SUSITNA BOROUGH
021819,01-JAN-14,31-DEC-14,Settled,1,PENINSULA COMMUNITY HEALTH SERVICE,230 EAST MARYDALE AVENUE,,SOLDOTNA,AK,99669,KENAI PENINSULA BOROUGH
021820,01-APR-14,31-MAR-15,Settled,1,CROSS ROAD MEDICAL CENTER,MILE 187 GLENN HIGHWAY,,GLENNALLEN,AK,99588,VALDEZ-CORDOVA CENSUS BOROUGH
021822,01-JAN-14,31-DEC-14,Settled,,KODIAK COMMUNITY HEALTH CENTER,1922 E REZANOF DRVIE,,KODIAK,AK,99615,KODIAK ISLAND
021823,01-JUL-14,30-JUN-15,Settled,1,ILIULIUK FAMILY & HEALTH SERVICES,34 LAVALLE CT,,UNALASKA,AK,99685,ALEUTIANS WEST
021824,01-JUL-14,30-JUN-15,Settled,2,ALASKA ISLAND COMMUNITY SERVICES,320 BENNETT STREET,,WRANGELL,AK,99929-1231,WRANGELL-PETERSBURG
021831,01-JUL-14,30-JUN-15,Settled,1,MAT-SU HEALTH SERVICES,1363 WEST SPRUCE AVENUE,,WASILLA,AK,99654,MATANUSKA-SUSITNA BOROUGH
021833,01-JAN-14,31-DEC-14,Settled,2,WHITTIER MEDICAL CLINIC,100 KENAI STREET APT 301,,WHITTIER,AK,99693,VALDEZ CORDOVA
021835,01-JAN-14,31-DEC-14,Settled,2,BETHEL FAMILY CLINIC,631 MAIN & 4TH STREETS,,BETHEL,AK,99559-1908,BETHEL CENSUS AREA
021836,01-JUL-14,30-JUN-15,Settled,1,MUNICIPALITY OF SKAGWAY,350 14TH AVENUE,,SKAGWAY,AK,99840-0537,SKAGWAY HOONAH ANGOON
021838,01-JAN-14,31-DEC-14,Settled,11,YAKUTAT COMMUNITY HEALTH CENTER,712 OCEAN CAPE ROAD,,YAKUTAT,AK,99689,RURAL
021839,01-JUL-14,30-JUN-15,Settled,1,CAMAI COMMUNITY HEALTH CENTER  INC.,2 SCHOOL ROAD,,NAKNEK,AK,99633,BRISTOL BAY BOROUGH
021844,05-FEB-14,31-DEC-14,Settled,2,SEWARD COMMUNITY HEALTH CENTER,417 FIRST STREET  SUITE 2895,,SEWARD,AK,99664,KENAI PENINSULA BOROUGH
021845,19-SEP-14,30-JUN-15,Settled,2,FRONT STREET COMMUNITY HEALTH CENTER,222 FRONT STREET,,JUNEAU,AK,99801,BOROUGH OF JUNEAU
031800,01-DEC-13,30-NOV-14,Settled,4,ADELLANTE HEALTHCARE  INC.,9520 WEST PALM LANE  SUITE 200,,PHOENIX,AZ,85037,MARICOPA
031801,01-JAN-14,31-DEC-14,Settled,1,EL RIO SANTA CRUZ  N.H.C.  INC,P.O. BOX 1231,,TUCSON,AZ,85702,PIMA
031802,01-FEB-14,31-JAN-15,Settled,1,CONTINENTAL FAMILY MEDICAL CENTER,1260 S. CAMPBELL ROAD,,GREEN VALLEY,AZ,85614-0503,PIMA
031805,01-JAN-14,31-DEC-14,Settled,1,SUNSET COMMUNITY HEALTH CENTER  INC.,115 N SOMERTON AVE,,SOMERTON,AZ,85350,YUMA
031809,01-JUN-14,31-MAY-15,Settled,,FAMILY HEALTH CENTER,101 TAYLOR AVE,,PATAGONIA,AZ,85624,SANTA CRUZ
031810,01-DEC-13,30-NOV-14,Settled,1,MOUNTAIN PARK HEALTH CENTER,2702 N 3RD STREET  SUITE 4020,,PHOENIX,AZ,85004,MARICOPA
031811,01-JUN-14,31-MAY-15,Settled,1,CANYONLANDS COMMUNITY HEALTH CARE,467 VISTA AVENUE,,PAGE,AZ,86040,COCONINO
031813,01-JUN-14,31-MAY-15,Settled,2,SUN LIFE FAMILY HEALTH CENTER INC,865 N ARIZOLA ROAD,,CASA GRANDE,AZ,85122,PINAL
031825,01-OCT-13,30-SEP-14,Settled,2,NATIVE AMERICAN COMMUNITY HEALTH,3008 NORTH 3RD STREET SUITE 310,,PHOENIX,AZ,85012,MARICOPA
031826,01-JUL-14,30-JUN-15,Settled,1,NORTH COUNTRY HEALTHCARE,2920 N FOURTH ST,,FLAGSTAFF,AZ,86004,COCONINO
031831,01-MAR-14,28-FEB-15,Settled,2,AJO COMMUNITY HEALTH CENTER,410 MALACATE STREET,,AJO,AZ,85321,PIMA
031837,01-JUL-14,30-JUN-15,Settled,,MARANA HEALTH CENTER  INC.,13395 N MARANA MAIN STREET,,MARANA,AZ,85653,PIMA
031838,01-JUL-14,30-JUN-15,Settled,9,YAVAPAI CO COMMUNITY HEALTH SERVICES,1090 COMMERCE DRIVE,,PRESCOTT,AZ,86305-3700,YAVAPAI
031876,01-JUL-14,30-JUN-15,Settled,1,WESLEY COMMUNITY CENTER INC,1300 SOUTH 10TH STREET,,PHOENIX,AZ,85034,MARICOPA
031882,01-DEC-14,30-NOV-15,Settled,2,ADELANTE HEALTHCARE PHOENIX,7725 N 43RD AVE STE510,,PHOENIX,AZ,85051-5771,MARICOPA
031902,01-JAN-14,31-DEC-14,Settled,1,NEIGHBORHOOD OUTREACH ACCESS TO HEAL,7301 EAST 2ND STREET,,SCOTTSDALE,AZ,85251,MARICOPA
031910,01-JAN-14,31-DEC-14,Settled,1,NATIVE AMERICANS FOR COMM ACTION,1500 EAST CEDAR AVENUE  SUITE 26,,FLAGSTAFF,AZ,86004,COCONINO
031912,04-FEB-14,30-SEP-14,Settled,2,MOUNTAIN HEALTH & WELLNESS,PO BOX 3160,,APACHE JUNCTION,AZ,85117-4115,PINAL
031921,29-OCT-14,31-DEC-14,Settled,1,VALLE DEL SOL INC,3807 N 7TH ST,,PHOENIX,AZ,85014,MARICOPA
033831,01-JUL-16,30-JUN-17,As Submitted,2,SAN LUIS WALK IN CLINIC  INC,P.O. BOX 1669,,SAN LUIS,AZ,85349,YUMA
033833,01-JAN-12,31-DEC-12,Settled,4,RIGHTWAY HEALTHCARE  LLC,1864 EAST FLORENCE BLVD.  SUITE 2,,CASA GRANDE,AZ,85222,PINAL
